white predicted elo, white actual elo, black predicted elo, black actual elo
2073.80534411225, 2075.0, 2024.0579487322216, 2098.0
1464.1389785035183, 1622.0, 1679.8818913604255, 1691.0
1485.4639153038122, 1256.0, 1408.0121481468987, 1274.0
2950.0670694533264, 2930.0, 2950.369894477281, 2914.0
996.2669675134897, 1648.0, 1027.8070354682152, 1628.0
2165.6013685737444, 2178.0, 2183.660658273405, 2218.0
1879.9101224095082, 1575.0, 1924.5170120822602, 1581.0
1936.3205125521565, 1751.0, 1931.1180173971118, 1751.0
2125.815006896435, 2421.0, 2040.351717248332, 3166.0
1456.368551743467, 1491.0, 1353.8673039150985, 1634.0
2236.214072745877, 2236.0, 2249.8782911187245, 2208.0
2607.42671722009, 2792.0, 2665.458661684119, 2504.0
1214.3001689264422, 1546.0, 1221.5476583425373, 1590.0
2202.5277850680022, 1169.0, 2086.272237047406, 1220.0
796.2727311513266, 760.0, 857.2593143771251, 705.0
2101.4509158571136, 1905.0, 2197.106468861505, 1878.0
2610.224736341929, 2470.0, 2516.639956714763, 2358.0
1938.3149446689488, 2432.0, 1955.409128770715, 2324.0
2197.6717910269454, 2605.0, 2177.0107628447336, 2589.0
1964.9973547666486, 2117.0, 1939.7116496290223, 2076.0
1556.5361624458874, 1740.0, 1526.5924016950214, 1730.0
2580.982449362064, 2501.0, 2533.418676629711, 2566.0
593.2910316063552, 548.0, 540.6891785076123, 441.0
2924.916854453166, 3108.0, 2910.0779418298716, 2915.0
1421.4727675937177, 1276.0, 1317.7987608828125, 1304.0
2607.4938144092157, 2808.0, 2639.4927001205065, 2845.0
1752.9942197281282, 1244.0, 1639.4583390230262, 1217.0
1857.6775729580552, 1940.0, 1840.3280827344672, 1979.0
1071.2991026786722, 884.0, 1031.7262993553118, 832.0
1541.4078786811012, 1720.0, 1584.1829309805426, 1673.0
2497.8699827682562, 2049.0, 2554.969226199187, 2045.0
1962.5941619858338, 2160.0, 1888.8765239406578, 2164.0
1884.1075548478211, 1945.0, 1988.7281713778127, 1926.0
772.8920734451461, 748.0, 768.0164391462688, 763.0
1794.9494769436349, 1957.0, 1877.546159860048, 1982.0
2576.2780884084377, 2729.0, 2569.0733330909416, 2695.0
2501.0955524725778, 2765.0, 2520.78481703569, 2639.0
1056.371971887863, 991.0, 1078.6197875815649, 1009.0
759.9916127115526, 879.0, 695.2674201909489, 808.0
1916.0113095221784, 1477.0, 1883.423548898049, 1483.0
2288.6212327812036, 2288.0, 2303.069941289172, 2282.0
1277.8355657986028, 1143.0, 1285.8119272056979, 1144.0
1420.4101479886003, 1705.0, 1571.132477514677, 1714.0
2655.4771344840965, 2575.0, 2537.0732193910226, 2315.0
1372.899882035266, 1506.0, 1485.769462739602, 1562.0
2550.108734616226, 2666.0, 2571.4913181047436, 2541.0
1633.9793204981713, 1708.0, 1531.3389352790728, 1709.0
1802.137416545423, 1874.0, 1855.2565004257197, 1796.0
622.8780303113048, 863.0, 682.2673935008042, 878.0
1591.6642022855422, 1497.0, 1654.7858241704362, 1486.0
1262.6232146632908, 1002.0, 2440.719755333083, 1028.0
612.0571384085486, 541.0, 591.8944683283308, 406.0
1969.9572752432227, 1979.0, 1954.0971833152032, 2040.0
1155.8117690626134, 989.0, 1086.5043244087487, 998.0
1187.2320892056953, 1254.0, 1140.163445114519, 1248.0
2219.533167691964, 2267.0, 2449.5223173410373, 2364.0
1401.429994376133, 1600.0, 1427.1439755696833, 1599.0
2740.494786839163, 2885.0, 2843.584945404372, 2933.0
1196.386291855957, 1204.0, 1367.882142916153, 1159.0
1696.382735049681, 2351.0, 1859.0808980193792, 2473.0
1506.9702471636242, 1489.0, 1598.493707799227, 1502.0
1140.0395348751506, 1755.0, 1204.905574307001, 1720.0
2583.1037777832007, 2599.0, 2626.2441163633525, 2747.0
2541.884236202809, 2778.0, 2120.806163199379, 2562.0
1246.5376880068945, 1047.0, 1312.4747625591992, 1070.0
2304.358126812034, 2377.0, 2259.4240221202103, 2285.0
2675.6955912816065, 2655.0, 2631.4336926667975, 2858.0
646.1610916898136, 400.0, 686.0108818698651, 986.0
1601.953923875851, 756.0, 1605.3971405395057, 642.0
1339.6810480546285, 1503.0, 1329.923314090089, 1470.0
1741.5601753829194, 1590.0, 1479.1340312988987, 1526.0
1539.9117967326763, 1886.0, 1501.3406754520638, 1893.0
2139.3654260925077, 2292.0, 2159.8863434259283, 2236.0
2766.5505720881874, 2291.0, 2766.542900923777, 2309.0
2788.7685451161165, 3086.0, 2618.6729868322973, 2436.0
2459.530541890518, 2501.0, 2525.425103739464, 2794.0
2493.2558520948733, 2701.0, 2517.3091477607236, 2835.0
1414.4779689882469, 1855.0, 1424.504720139892, 1871.0
2582.7693532443022, 2618.0, 2653.357548641209, 2745.0
629.8309381804136, 698.0, 650.7537490644407, 791.0
2618.7959617712, 2376.0, 2603.6039793807777, 2523.0
806.3893012306248, 1183.0, 812.2341286003098, 1069.0
888.9515972782353, 1203.0, 886.2662303712782, 1265.0
2952.0449719908893, 2925.0, 2939.1097690703, 2919.0
1027.8347767984221, 1017.0, 959.5629877164449, 979.0
2946.358046085594, 2933.0, 2935.293602306227, 2934.0
1043.595646388551, 1136.0, 1160.0222129031574, 1111.0
1179.58217451566, 1130.0, 1149.1446158431806, 1122.0
1087.1551880951774, 1143.0, 1111.2512032463956, 1024.0
722.1153279355088, 1049.0, 793.835268045821, 1000.0
676.5413187304823, 919.0, 668.0225148874367, 1017.0
1974.0115186467287, 2087.0, 1913.8385131230154, 2135.0
1005.9776406110926, 623.0, 981.8728190994195, 775.0
2263.458513778294, 2324.0, 2396.0402670382136, 2354.0
1751.086942170643, 1236.0, 1795.544724880228, 1208.0
2266.18856459634, 2201.0, 2270.3901121817375, 2227.0
1988.3026734748062, 2148.0, 1946.327108619517, 2141.0
1174.7179575286063, 1575.0, 1297.1541296841715, 1558.0
2959.302562051582, 2919.0, 2945.955248894115, 2931.0
2418.821714777131, 2445.0, 2331.0019553767434, 2362.0
1189.37391031014, 1295.0, 1052.224626932353, 1348.0
723.1056111254193, 1025.0, 676.4938729706081, 1012.0
1881.4358953540107, 1795.0, 1866.2923890236495, 1826.0
1669.5954164693967, 1566.0, 1627.4659845431024, 1659.0
2509.114044185092, 2839.0, 2476.781584772456, 2781.0
2479.5174637837736, 2282.0, 2438.39358118913, 2311.0
2670.5899623093687, 2699.0, 2794.460673991723, 2838.0
2899.7071958637525, 2916.0, 2914.7918368311957, 2925.0
866.2590087178671, 1137.0, 868.6603727321476, 1129.0
1766.9385519488023, 1780.0, 1709.7953229649668, 1845.0
2585.318057724834, 2732.0, 2621.9623217636567, 2748.0
2489.990474645495, 2250.0, 2411.2619301170093, 2233.0
1958.4839239896617, 1465.0, 1928.7599565367225, 1463.0
2495.4236143634216, 2713.0, 2489.9573089794103, 2566.0
1530.2140015175444, 971.0, 1540.855442953257, 972.0
1923.9785347114328, 2053.0, 1874.6316795960095, 2044.0
2375.2500712214587, 2229.0, 2389.7778580822683, 2275.0
1316.2447467846264, 1585.0, 1271.621641247931, 1575.0
1292.0517355394743, 1109.0, 1189.055830956045, 1107.0
2442.076697765453, 2937.0, 2409.6916697073543, 2665.0
2179.2340799862222, 2146.0, 2279.6285879465686, 2081.0
959.8706475741596, 829.0, 953.6632631202867, 966.0
569.3404685083368, 609.0, 613.2510463256217, 722.0
1536.512383729072, 1404.0, 1443.1850121632262, 1476.0
2845.4682907213587, 2859.0, 2872.80353446401, 2939.0
2084.1344594029397, 2385.0, 2169.7034097786022, 2446.0
833.2136421791347, 942.0, 810.8920866202325, 1004.0
2238.467327765645, 2432.0, 2279.9179485504433, 2320.0
2522.0446836956976, 2499.0, 2571.210233804477, 2508.0
2557.183976159933, 2719.0, 2531.524576371641, 2691.0
1012.759483915409, 1151.0, 1047.828500898753, 1181.0
1398.47305567523, 1020.0, 1443.6104648198839, 1036.0
2549.787323144652, 2779.0, 2605.0426443707406, 2636.0
2695.6499839942094, 2695.0, 2690.441452306006, 2639.0
1635.9042607926438, 1562.0, 1573.3339440405098, 1522.0
1152.0431368520126, 1052.0, 1109.313690832308, 987.0
1871.9176477319972, 1706.0, 1819.3883254852178, 1712.0
2559.1221642560195, 2360.0, 2553.2451122655375, 2366.0
775.5958580033749, 1044.0, 759.04431958558, 977.0
1481.1832465622772, 1414.0, 1541.3757006161113, 1412.0
1577.456190468102, 1691.0, 1637.6337155369035, 1686.0
2362.542488480677, 2465.0, 2476.9577240104454, 2609.0
1933.9114247872624, 1824.0, 1902.4789524065632, 1804.0
952.5898130837322, 997.0, 1012.9545629506474, 1016.0
2130.478326108889, 1955.0, 1194.6765032560986, 1916.0
1150.7778939018053, 1291.0, 1115.567054470467, 1345.0
2128.985147490032, 2710.0, 2073.1636881909394, 2565.0
2157.5753227113446, 2918.0, 2196.908978946233, 2926.0
1745.9285028833467, 1164.0, 1636.8431769743795, 1127.0
2710.6535196557716, 2802.0, 2724.2951496860205, 2792.0
1380.4649433495274, 1384.0, 1356.4996470759595, 1436.0
1331.8962367115346, 1760.0, 1413.1008048711458, 1787.0
2474.8818620186858, 2916.0, 2497.388781353162, 2576.0
2345.3834731769816, 2144.0, 2448.2674357744136, 2166.0
1769.257733860991, 1856.0, 1882.203108344931, 1894.0
988.9608809142694, 1134.0, 921.4646850002476, 1204.0
2095.353305986353, 2384.0, 2236.614673208155, 2364.0
2206.484858362259, 1931.0, 2555.2556690910405, 1917.0
2543.122511208569, 2865.0, 2566.9571784743844, 2661.0
2187.811749917853, 1948.0, 2176.3362221861594, 1963.0
1648.480252200654, 1994.0, 1606.1132804147228, 2001.0
1167.2483594023577, 1078.0, 1271.8029607793417, 1162.0
814.0395518092694, 881.0, 893.4157473271126, 926.0
1428.5884365527013, 1156.0, 1410.3650111923334, 1043.0
2180.575242655967, 2237.0, 2162.584366582258, 2240.0
1319.287503610545, 1202.0, 1261.1146062368318, 1207.0
2753.832854693995, 2933.0, 2724.306620408744, 2759.0
1926.6063226068225, 1206.0, 1819.1829595853749, 1205.0
2669.8727582832107, 2900.0, 2657.448264441533, 2796.0
2602.674090754396, 2065.0, 2640.0145906864295, 2067.0
2817.7384671790915, 2568.0, 2706.306498086887, 2346.0
2051.3856143994476, 1985.0, 1989.1957278399864, 1984.0
439.75759801908487, 401.0, 515.410525735661, 471.0
2626.1724080648555, 2613.0, 2646.8927090854504, 2617.0
1408.4017569309754, 1605.0, 1301.3354261559914, 1636.0
2006.5123634809663, 1783.0, 2071.6605993665703, 1751.0
1887.0155065254446, 1911.0, 1884.5978467623877, 1911.0
1323.0581199337719, 1466.0, 1308.493968019342, 1512.0
2369.754455907969, 2242.0, 2344.7414285886894, 2384.0
1134.8015549325103, 2427.0, 992.0426445545015, 2488.0
2150.4828030438075, 2111.0, 2135.481066145558, 2019.0
743.0359716884471, 641.0, 685.5249636816839, 553.0
1400.1914734117447, 1240.0, 1373.163274741836, 1324.0
2562.9638445402925, 2623.0, 2586.3819142302423, 2580.0
1085.4325652188982, 1426.0, 1130.4616207322429, 1449.0
2090.54387828267, 1718.0, 2075.5090031301374, 1713.0
2947.1851663134394, 2936.0, 2935.612806269545, 2923.0
2544.731560633413, 2718.0, 2598.5529484703407, 2815.0
1346.3295007186434, 1770.0, 1280.0456161584148, 1741.0
2703.5687904811234, 2396.0, 2634.176513146373, 2361.0
2528.888800075662, 2350.0, 2531.497371790876, 2259.0
2150.704104942859, 1756.0, 2243.3769016433307, 1667.0
1707.440639696079, 1315.0, 1685.6135328240405, 1250.0
1897.3534168697292, 1573.0, 1833.3802250191018, 1542.0
1557.8977085614256, 1334.0, 1600.4426123474393, 1204.0
2106.190002184006, 2620.0, 1795.8469883098883, 2657.0
2120.0581868172226, 2170.0, 2083.4927455760994, 2311.0
1183.78991903115, 795.0, 1077.2886247041588, 795.0
615.7052344653541, 808.0, 634.0421736785632, 806.0
2250.527012489279, 2496.0, 2272.1562092955896, 2468.0
2026.7532193855463, 1844.0, 1941.906982948321, 1820.0
853.6285544463494, 424.0, 769.6630628200006, 518.0
1270.9008232314143, 1273.0, 1328.7845771704033, 1256.0
1397.9782245834738, 1805.0, 1493.0271625877524, 1896.0
1177.554588512956, 1372.0, 1193.893384477789, 1389.0
1620.9197750844417, 1856.0, 1603.6790703663085, 1855.0
1652.5908863952113, 1928.0, 1677.3139924633088, 1891.0
1486.5601693341773, 1315.0, 1458.8319071809192, 1320.0
1812.1435191934208, 1668.0, 1753.2606760859405, 1706.0
746.2374591906955, 865.0, 823.3161273713033, 821.0
2734.265117884841, 2923.0, 2670.4225600478007, 2912.0
2327.9645901061695, 2114.0, 2276.816273971809, 2203.0
1984.1488116881435, 1586.0, 2048.935624440643, 1553.0
2526.527019331628, 2299.0, 2515.697527143483, 2267.0
933.4750914520466, 748.0, 976.6407900318758, 817.0
1405.1285487423613, 1633.0, 1453.907744171211, 1709.0
977.8163293049757, 949.0, 978.804462781035, 1022.0
2073.583499277094, 1985.0, 2078.6637934346877, 2013.0
945.9710972330738, 1153.0, 895.6566026912078, 1138.0
943.552668225262, 761.0, 933.1355393794082, 754.0
2903.194667376828, 2815.0, 2932.252904976711, 2948.0
2705.071756791455, 2759.0, 2636.429076710579, 2861.0
1327.0530651849128, 1088.0, 1290.5296087919435, 1114.0
1714.5299546854355, 1435.0, 1672.4627925028265, 1391.0
2040.8377291229485, 1899.0, 2041.721646189736, 1909.0
2705.5630466106486, 2480.0, 2697.7816991051877, 2544.0
2335.1272473034637, 1943.0, 2261.5446957277636, 1964.0
1976.3173740854088, 2056.0, 2046.6409909411693, 2004.0
2254.3461758335843, 2075.0, 2260.7249600867967, 2059.0
2923.2156099249487, 2868.0, 2943.8995317154627, 2896.0
1697.195494646049, 1914.0, 1911.512724247073, 1905.0
2699.3227890054964, 2349.0, 2783.1328804751693, 2379.0
812.0220415818723, 774.0, 811.2941690537783, 763.0
616.3604288785236, 548.0, 584.7480403736924, 604.0
1379.9383332813354, 1322.0, 1402.5977937258572, 1277.0
1934.4389096205946, 2049.0, 1912.9151488938937, 1939.0
2954.6608456334766, 2924.0, 2947.8342293961614, 2932.0
2865.007857371779, 2328.0, 2903.823148036717, 2272.0
2676.163745375276, 2684.0, 2700.589780439102, 2550.0
2604.6924126132367, 2222.0, 2691.936911784325, 2184.0
2425.95789223097, 2480.0, 2453.441670627182, 2590.0
2368.1108666292675, 2094.0, 2338.854599927511, 2176.0
895.0921309864182, 787.0, 931.0637991746518, 781.0
2484.956220255765, 2667.0, 2526.974158464201, 2814.0
606.7724383840459, 559.0, 607.670267465257, 619.0
1282.7917585821433, 1317.0, 1244.727476242888, 1358.0
2100.451203062485, 1988.0, 2067.0264661915644, 2061.0
2318.0375938508964, 2233.0, 2475.962844190766, 2263.0
1688.459145181495, 1879.0, 1530.8577890799274, 1866.0
1623.5846547299732, 2347.0, 1447.208923694869, 2370.0
2188.124266054309, 2506.0, 2234.3085348520303, 2517.0
1424.5435648085208, 1609.0, 1374.794066235656, 1572.0
1600.1132555814545, 1754.0, 1464.940782173568, 1772.0
1565.4178838624862, 1070.0, 1593.9020429056088, 1519.0
2808.145817753673, 2470.0, 2775.524967732554, 2631.0
1181.2554475215854, 1474.0, 1273.0687397807033, 1442.0
658.1297999490539, 697.0, 637.8431562139457, 669.0
2862.498696768034, 2869.0, 2884.57259101598, 2926.0
2275.0444755582316, 2333.0, 2292.4997413478163, 2283.0
1251.5079630390433, 1012.0, 1228.255475528676, 989.0
1138.558575300248, 1458.0, 1260.3972645180845, 1464.0
1478.544845929956, 1229.0, 2339.647910979152, 1299.0
2339.0846184238444, 2374.0, 2264.7017451759693, 2432.0
1699.6939250238217, 1525.0, 1678.0899834225313, 1508.0
2624.2580246772222, 2411.0, 2699.3333915211188, 2455.0
2962.6560925625854, 2912.0, 2956.6681071399244, 2938.0
1372.0496008170276, 1811.0, 1425.2796744930831, 1781.0
630.4677397803736, 439.0, 686.1288640127485, 516.0
2770.7090728147678, 2869.0, 2775.784844859116, 2530.0
709.7740684338352, 542.0, 769.8026365841383, 533.0
2163.9541851897116, 2120.0, 2133.672125798874, 2021.0
1192.317749317132, 1485.0, 1162.2511428868663, 1474.0
868.4219420363163, 804.0, 945.0792945099523, 758.0
2321.5033176877537, 2113.0, 2086.5391237966064, 2056.0
1018.8960429641662, 1722.0, 997.5399769315889, 1680.0
1614.0655568748828, 1772.0, 1557.215572119006, 1730.0
2901.6102011875982, 3168.0, 2898.3547320485263, 2420.0
2515.061030560614, 2228.0, 2358.722569522084, 2181.0
1027.7294077140039, 930.0, 1026.762501820723, 844.0
1728.9525672255554, 1997.0, 1707.5650162989814, 2008.0
823.6270749042379, 995.0, 937.8341724743703, 989.0
2537.0145456427194, 2563.0, 2553.069465558539, 2676.0
1397.2105799091355, 1905.0, 1452.3208678197643, 1928.0
2570.885893203279, 2287.0, 2552.6927936345846, 2373.0
1713.212766102741, 1674.0, 1737.1722314372107, 1643.0
2553.505230726457, 2324.0, 2547.8868727157433, 2467.0
962.9740530804589, 713.0, 1130.3215684597617, 768.0
1618.6012828903342, 1477.0, 1725.5928374442985, 1490.0
2539.055655389811, 2704.0, 2537.582695200828, 2725.0
2479.165739537143, 2191.0, 2467.9027961004567, 2154.0
2628.4670866273896, 2899.0, 2619.6120373322647, 2676.0
2278.078146595217, 1946.0, 2166.3142558376708, 1920.0
2624.7255118823095, 2513.0, 2709.539125581384, 2516.0
2277.8652383808267, 2355.0, 2254.0666950507184, 2318.0
2602.498050347012, 2412.0, 2594.401911861006, 2392.0
1603.579066258968, 1564.0, 1707.4654000243502, 1594.0
1317.685255573357, 1149.0, 1351.4788900069814, 1199.0
716.9170562830898, 737.0, 711.5380554274487, 630.0
1836.9502971752258, 1574.0, 1788.40126429988, 1616.0
1883.2935124631465, 1830.0, 1810.4043699690326, 1802.0
1340.3443146904667, 1633.0, 1236.248526518788, 1637.0
2563.8892227094557, 2686.0, 2580.2818753801307, 2890.0
2746.0496609475977, 2674.0, 2915.5909542605878, 2940.0
2594.6465602602475, 2632.0, 2650.266955897623, 2875.0
2618.687553364919, 2138.0, 2510.9299851641895, 2148.0
1932.3673910987382, 1843.0, 1936.785400061285, 1839.0
1171.6060109127172, 1983.0, 1392.3101015582072, 2013.0
838.6252570360989, 686.0, 804.3050566831067, 504.0
1706.6476512532508, 1492.0, 1622.5724818386632, 1463.0
2877.3442053291424, 2925.0, 2915.256171737508, 2925.0
1175.2762610670443, 1326.0, 1143.4977387858498, 1321.0
1457.2423096198709, 1206.0, 1431.2431577459354, 1312.0
2613.599323338558, 2467.0, 2606.470760504372, 2416.0
1492.6754333923302, 1248.0, 1541.3084995627298, 1119.0
1132.2469536325568, 1052.0, 1050.7585850649552, 944.0
2601.3281729515843, 2997.0, 2601.7767331450987, 2680.0
2911.4522168499684, 2863.0, 2911.8894578982463, 2919.0
2384.6096201075375, 1947.0, 2250.868064581059, 1886.0
2934.9429071352088, 2851.0, 2950.688568920443, 2908.0
1914.5736092815089, 1938.0, 1937.3821113143547, 1938.0
624.8504967675136, 440.0, 616.3244932803608, 493.0
2024.6080379299005, 2102.0, 1990.5344861070298, 2098.0
2446.0967838947363, 2422.0, 2425.978131626821, 2446.0
1977.8117227167038, 1843.0, 1987.1136828691795, 1798.0
2587.8922050425417, 2408.0, 2494.2920038189923, 2972.0
1769.7691913292924, 1865.0, 1842.9060873772114, 1860.0
1899.5766356979452, 1706.0, 1965.162823810642, 1735.0
560.1882926535167, 652.0, 570.367513492761, 698.0
